Despesa por função - transporte - empenhada - municipal
Sigla;Código;Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
GO;5221858;Valparaíso de Goiás;0;223227,71;7408,76;0;0;0;1498611,34;0;;;;
GO;5221908;Varjão;1321215,86;852261,17;1283558,61;629822,34;695163,5;703407,94;819071,1;1328711,32;1599726,16;1645960,79;2161655,39;
GO;5222005;Vianópolis;3041800,29;2955562,13;3660385,6;4532613,76;3774927,7;4161549,17;4443298,98;4168830,95;7423434,77;5271188,17;4883924,64;
GO;5222054;Vicentinópolis;1295503,57;1457745,94;1840545,28;1440926,2;2105594,38;2214460,5;2398026,81;2258798,74;5172662,22;3068970,7;4294660,28;
GO;5222203;Vila Boa;430577,12;;1667004,71;0;512992,75;702715,87;1019262,13;682625,89;814495,82;1067163,61;1840165,32;
GO;5222302;Vila Propício;105581,52;132065,58;2290450,76;1558231,03;2109683,38;1518152,97;1973815,36;2784244,46;7433078,86;5002746,78;6681444,74;
MA;2100055;Açailândia;5022517,76;92604,5;391500;1833471,94;0;3254701,97;1662311,54;541339,5;2017101,44;6749453,35;17022343,25;
MA;2100105;Afonso Cunha;0;0;0;0;0;0;0;0;;;;
MA;2100154;Água Doce do Maranhão;1908511,45;418359,49;556886,4;187467,99;834293,68;1002968,17;0;0;461310;;1133868,74;
MA;2100204;Alcântara;2703631,46;298571,69;1500;0;1893600;0;591927,39;0;143689,97;287834,06;41359,63;
MA;2100303;Aldeias Altas;2644367,79;476784,05;468904,78;112450,6;1154194,23;1867640,48;955152,97;992021,19;2998596,02;1630890,64;3487367,47;
MA;2100402;Altamira do Maranhão;2444918,06;2052776;1732439,33;1902249,47;1039305,75;1153170,59;523253,26;0;1929350,83;492215,51;438596;
MA;2100436;Alto Alegre do Maranhão;554110,54;308076,6;420070;510474,95;266631,53;859859,81;488527,27;0;;248303,48;2752795,42;
MA;2100477;Alto Alegre do Pindaré;4279588,42;2295480;0;4258498,59;5111218,57;8253950,57;13105493,81;23662308,41;6659357,02;11968665,95;11142111,68;
MA;2100501;Alto Parnaíba;1296559,88;2109379,75;691085,94;4544944,4;1414531,06;2633789,61;3009533,7;4063236,56;6406323,41;5975224,94;6177537,35;
MA;2100550;Amapá do Maranhão;856897,47;267575,35;;0;0;0;0;0;;2429420,58;2029645,31;
MA;2100600;Amarante do Maranhão;101773;229746,45;116220;0;0;0;646260,38;0;385537,16;;58319,15;
MA;2100709;Anajatuba;125029,29;;82101,71;0;584749,44;357164;3003755,66;3227266,35;;942662,06;3281435,82;
MA;2100808;Anapurus;;;;0;244000;0;133471,11;625151,46;1061964,45;614257,84;4252190,54;
MA;2100832;Apicum-Açu;0;0;443653,62;0;0;170991,66;36812,37;52821;374158,37;1014547,13;110372,42;
MA;2100873;Araguanã;1511981,27;0;299390,89;1819612,98;459546,32;191982;626430,5;2268542,33;558326,75;1607259,83;3374138,08;
MA;2100907;Araioses;5350811,81;0;0;0;1531,92;102279,06;;0;1835726,83;902737,9;9663172,89;
MA;2100956;Arame;3033988,6;259800;82000;0;12262,9;0;0;310472,25;;;;
MA;2101004;Arari;1341584,13;;0;89004,51;40150;1759206,98;1060493,16;0;;761147,51;4552917,16;
MA;2101103;Axixá;272994,72;0;80000;458274,75;0;0;0;0;;;;
MA;2101202;Bacabal;0;1882075,06;0;680550,89;349444,75;25038,89;244104,79;1832415,42;3136113,32;5654597,3;9382476,72;
MA;2101251;Bacabeira;270359,47;354421,34;594434,97;135587,45;207380,86;179876,02;99747;2646781,23;1170570,25;1228130,22;994878,4;
MA;2101301;Bacuri;820401,57;0;;0;0;0;0;0;;;;
MA;2101350;Bacurituba;1563458,91;195408,3;298006,86;251365;288768,32;397226,78;350110,59;334170,71;509090,66;102592,03;442879,96;
MA;2101400;Balsas;297469,03;476346,89;;500301,95;570178,22;973398,09;909194,79;1120800,66;30493409,99;11008321,43;14469716,65;
MA;2101509;Barão de Grajaú;3993226,97;1443727,13;1731122,28;3710585,62;2180537,27;3046667,89;5289383,85;6206,17;531183,48;1287672,83;3165632,32;
MA;2101608;Barra do Corda;0;840761,02;1529675,39;3030;171773,91;0;170387,71;1517902,06;1173092,01;7744;544532,58;
MA;2101707;Barreirinhas;0;0;;0;0;0;0;0;;;;
MA;2101731;Belágua;463591,52;493426,2;0;0;0;0;63775,18;0;1010522,6;847309,23;5179796,06;
MA;2101772;Bela Vista do Maranhão;1615772,2;0;0;0;79987,92;0;0;1707894,04;3734983,85;4047033,19;10340723,91;
MA;2101806;Benedito Leite;;;;354832,34;52800,27;412152,2;160052,21;566074,76;467157,94;861193,79;1887858,58;
MA;2101905;Bequimão;2467006,39;1689322,33;162645,03;480827,06;424649;832918,14;3,1;8188,06;79152;;276290;
MA;2101939;Bernardo do Mearim;1566000;1115312,77;1910904,46;1970116,57;179626,39;553551,84;307302,46;1338972,11;919931,42;3279672,6;4432857,08;
MA;2101970;Boa Vista do Gurupi;122406,5;15700;0;0;0;0;0;0;;736195,32;;
MA;2102002;Bom Jardim;0;;2877175,19;0;0;0;0;0;930225,56;349005,34;2189722,66;
MA;2102036;Bom Jesus das Selvas;509273,51;;430891;717201,41;248121,68;1208346,31;3275217,92;5115877,45;6977212,49;4294539,25;8074348,25;
MA;2102077;Bom Lugar;3237494,1;663335,64;594175,24;0;0;0;0;0;;;;
MA;2102101;Brejo;2658632,79;1010,59;;78084;105000;119903,97;2870777,23;3973020,37;2933640,48;4204703,86;2304110,27;
MA;2102150;Brejo de Areia;2451462,92;2526100;1228736;216446,29;0;0;0;1069985,49;209000;470123,73;3842687,24;
MA;2102200;Buriti;0;0;0;0;0;0;0;0;;;;
MA;2102309;Buriti Bravo;;580465;545650;0;1191903,9;3137500,14;1723660,61;1201273,69;601987,58;167167,73;4517907,66;
MA;2102325;Buriticupu;2776055,78;1779804,52;253108,41;1068755,74;1150813,19;615704,8;623321,87;4140867,8;519337,58;3493969,76;12038746,83;
MA;2102358;Buritirana;0;337381,86;110250;442820;347795;0;1783855,61;811477,21;428120;1081205,2;4135981,1;
MA;2102374;Cachoeira Grande;0;0;0;1034831,16;0;0;699423,94;165630,58;447410;438560,94;363340,04;
MA;2102408;Cajapió;156157,23;65912,5;;579877,28;96304,22;51847,66;631715,42;232261,39;382522,96;189899,13;474317,78;
MA;2102507;Cajari;1938694,31;0;0;0;0;0;315897,29;0;;;;
MA;2102556;Campestre do Maranhão;0;942270,87;0;537705,81;682729,34;347517,08;0;303286,11;772729,13;503213,61;97267,09;
MA;2102606;Cândido Mendes;503770,65;911097,77;955008,38;1346649,59;295221,25;0;440354,43;914321,49;;;;
MA;2102705;Cantanhede;1744182,86;146350;789840,67;0;284372,23;532809,34;146610,04;4250;;;;
MA;2102754;Capinzal do Norte;98519,75;0;0;1413320,06;0;328195,77;0;0;668434,57;3373567,62;2232245,81;
MA;2102804;Carolina;506274,91;554014,69;409978,54;2642310,63;0;0;0;0;797006,26;21440;10060;
MA;2102903;Carutapera;;;755163,49;0;0;0;318933,94;0;362495;333935,25;;
MA;2103000;Caxias;11194762,1;2339356,07;2266026,74;7033880,24;4710028,13;11169012,71;14217457,95;15160550,19;9930206,14;6461430,13;11595153,41;
MA;2103109;Cedral;841286,3;95810;1236063;13746,11;6164;169028,01;65091,28;0;;388507,36;818155,84;
MA;2103125;Central do Maranhão;0;0;88683,37;0;0;0;0;0;;;;
MA;2103158;Centro do Guilherme;3731155,84;435001,74;164920,41;805847,03;362146,89;460429,29;2042538,56;1256067,72;1646724,91;2300828,89;8315052,58;
MA;2103174;Centro Novo do Maranhão;839940;;;441073,81;619339,83;157426,38;0;938332,14;1271401,59;192861,69;29008,52;
MA;2103208;Chapadinha;;892196,57;5396227,14;1817413,82;925923,24;1244842,14;6322161,63;1302715,3;10867504;7064375,58;17616749,71;
MA;2103257;Cidelândia;2003962,87;0;293973;147484;0;0;3826802,47;926709,26;5075886,73;;3969285,54;
MA;2103307;Codó;2218736,87;369681,21;1208970,51;3653775,28;3565942,5;6499456,28;12483736,6;3793667,42;2707056,34;3907327,59;3732649,81;
MA;2103406;Coelho Neto;0;0;0;21477,45;11689,81;22665,53;1657845,06;0;1606345,76;3766639,59;2074173,68;
MA;2103505;Colinas;9160;0;;0;0;1185986,17;883918,74;0;;;;
MA;2103554;Conceição do Lago-Açu;0;398900;880;17450;;0;0;0;;;;
MA;2103604;Coroatá;157413,38;68040;0;1172513,33;283142,91;2317428,73;3391866,72;7353027,22;1604949,76;2171364;;
MA;2103703;Cururupu;0;0;0;0;0;195968,62;632796,58;0;;;;
MA;2103752;Davinópolis;8406,25;1497,2;51229,12;43830,64;45219,07;319780,38;356888,03;43836,01;;;;
MA;2103802;Dom Pedro;0;0;;0;56106;1435476,63;0;0;;;1014820,4;
MA;2103901;Duque Bacelar;2163966,72;0;1683637,05;660481;460551,62;599668,16;684094,43;0;2510027,51;4035750,74;2067438,38;
MA;2104008;Esperantinópolis;1489247,36;0;233447,37;0;343259,05;510058,63;306104,95;591130,86;692845,04;2775536,14;9530566,15;
MA;2104057;Estreito;4393929,66;1126264,9;1656558,88;1949593,32;645543,21;714,25;358254,25;378971,28;;3286507,85;7294180,26;
MA;2104073;Feira Nova do Maranhão;2511242,6;604127,02;289690,93;884819,33;211325,11;228271,93;1948356,46;24131,53;1358158,16;116196,57;639130,22;
MA;2104081;Fernando Falcão;3488239,97;829182,2;0;1532396,56;1595313,03;2702865,42;3453214,05;2078884,47;;6505479,86;11434225,48;
MA;2104099;Formosa da Serra Negra;10789644,44;;;1491570,62;0;0;0;0;;;;
MA;2104107;Fortaleza dos Nogueiras;2744666,53;2425735,53;2787774,78;1560830,43;1822968,35;2159579,72;2878346,35;2491799,31;6278643,47;4709102,93;4840539,03;
MA;2104206;Fortuna;;0;271853,76;651557,33;0;284401,69;1394409,69;1384550,45;1914482,2;1446020,84;1189365,58;
MA;2104305;Godofredo Viana;1927305,31;717218,61;;624974,7;2881225,61;0;0;0;;;;
MA;2104404;Gonçalves Dias;70000;216587,18;0;215309,6;1200927,04;212268;1850718,61;253492,38;;;;
MA;2104503;Governador Archer;32300;3550;0;22106,55;342902,72;395006,76;357090,36;207970;1289710,23;614904,97;768187;
MA;2104552;Governador Edison Lobão;739113;;;995613,84;0;0;77318,65;22150;93065,3;;;
MA;2104602;Governador Eugênio Barros;409661,45;77092,35;50176,78;535015,77;407853,48;275692,73;119880,6;477356,89;;137034,21;;
MA;2104628;Governador Luiz Rocha;361548,48;776479,56;;78430;0;0;0;0;;;;
MA;2104651;Governador Newton Bello;626177;28499,94;118800,5;93233,34;224687,25;0;0;0;200128,2;2020358,38;1775818,48;
MA;2104677;Governador Nunes Freire;0;0;0;0;0;0;0;0;;;;
MA;2104701;Graça Aranha;49000;0;0;1874;0;0;0;900320;;;1954197,03;
MA;2104800;Grajaú;3585418,94;506200,73;2450982,66;20559,5;435925,25;66880,9;3886493,17;643719,26;7237336,34;5583529,54;8205329,98;
MA;2104909;Guimarães;0;0;0;0;0;0;76789,86;0;148599,4;21149,52;344238,78;
MA;2105005;Humberto de Campos;0;0;0;0;0;0;0;0;;;;
MA;2105104;Icatu;775970,84;153103,63;1270363,72;57070,4;83880;110710;0;831869,83;1616406,64;3965811,89;2346651,68;
MA;2105153;Igarapé do Meio;390459,37;96831,4;0;215322,24;1696,39;472224,55;5860036,82;1760006,78;3691730,53;737939,37;1986944,04;
MA;2105203;Igarapé Grande;771816,66;40710,09;0;917775,54;326671,49;136777,03;4545911,63;2982327,29;908182,73;1231267,67;2792431,81;
MA;2105302;Imperatriz;26941596,63;12491921,88;9573711,41;21256444,75;8869566,72;11056870,19;17673452,67;19728435,7;22959685,66;22499003,15;21566201,98;
MA;2105351;Itaipava do Grajaú;1256931,5;803317,36;697141,37;0;0;0;0;247313,84;;184946,5;2149114,72;
MA;2105401;Itapecuru Mirim;1179093;299174,89;981407,9;144190,54;1320000,9;591908,83;1271580,29;2702872,72;2925744;1563305,7;3942839,85;
MA;2105427;Itinga do Maranhão;2276898,48;2744082,01;4141989,49;649641,25;0;279323,8;150306,18;1521750,34;2586549,28;2356936,64;3946846,76;
MA;2105450;Jatobá;313500;0;7766;311196,9;10522;191779,31;0;0;;;;
MA;2105476;Jenipapo dos Vieiras;0;0;0;0;0;0;0;0;;;;
MA;2105500;João Lisboa;1601909,31;542584,23;1025374,54;1028593,87;886480,68;1004488,73;1688392,2;1715907,27;2412875,4;2230241,57;4325175,83;
MA;2105609;Joselândia;3272756,57;0;486912,69;1121169,83;7967;83339,87;1184769,43;301066,39;592269,82;767925,03;3760387,37;
MA;2105658;Junco do Maranhão;303839,3;274606,22;148554,34;0;0;0;0;314782,74;;;;
MA;2105708;Lago da Pedra;1542049,85;997313,13;456846,74;209567,74;158715,23;1075366,84;121518,96;434632,4;2767372,07;5587452,22;7223185,16;
MA;2105807;Lago do Junco;683647,27;118953,9;7374,35;160555,25;236900;413836,43;396827,4;1351610,93;3816894,66;3474890,26;3220699,21;
MA;2105906;Lago Verde;897702,62;;112607,65;;0;0;0;0;240029,34;727368,33;6260978,82;
MA;2105922;Lagoa do Mato;3993226,97;1867807,09;2007179,34;1164622,88;645411,09;1026374,82;2686437,6;1895436,16;1579512,09;1132022,95;4532022,14;
MA;2105948;Lago dos Rodrigues;1698012,16;30748,95;131591,68;207655,29;0;0;0;0;;1119800,81;1806244,89;
MA;2105963;Lagoa Grande do Maranhão;0;0;0;0;0;0;0;0;;;;
MA;2105989;Lajeado Novo;670554,65;0;0;0;351500;0;1001800;0;410952,09;178819,16;2930603,35;
MA;2106003;Lima Campos;1512242,06;1020595,21;2647046,44;3837564,24;4856703,63;5125222,12;4330844,53;4166081,5;3220144,44;3705801,34;3179593,01;
MA;2106102;Loreto;3730640,92;2374180,29;1514310,89;1236519,57;1097201,37;1465175,27;3935711,87;4689991,93;5238199,55;4103992,27;7040599,62;
MA;2106201;Luís Domingues;1462750;315100;315100;4500;0;29560;234736,11;84650;60776;;;
MA;2106300;Magalhães de Almeida;2554724,71;1473337;2285164,33;2332935,36;1990488,81;2159611,62;1140789,52;2850747,5;4573447,86;9438493,34;4659823,59;
MA;2106326;Maracaçumé;332636,2;67,68;6061,05;1127720,7;825938;0;1146399,81;483548,47;1168966,38;;1138586,51;
MA;2106359;Marajá do Sena;4518441,18;;;774829,74;2030403,56;2428643,33;4393408,53;2971482,72;2812942,28;3975701,05;6353019,54;
MA;2106375;Maranhãozinho;1261518,55;287866,21;136234,4;1481560,95;2742704,38;425580,77;2904403,83;2200170,63;2987910,25;6358700,04;5082542,72;
MA;2106409;Mata Roma;0;0;;2332935,36;1050924,8;0;1172511,01;637776,3;74415,05;245543,7;1406255,94;
MA;2106508;Matinha;221484,71;0;1199050;738095,13;131642,43;0;664233,36;264557,17;1358938,09;2375318,08;1242170,07;
MA;2106607;Matões;42370,8;0;911231,28;735337,62;1670665,64;770629,88;3774591,44;2192952,46;6648020,37;5767394,55;26341991,25;
MA;2106631;Matões do Norte;1199148,76;1162000;778000;145651,48;0;0;0;183241,8;264363,55;560750,76;2541222,32;
MA;2106672;Milagres do Maranhão;2281356,94;1425844,5;1236063;591523;88781;0;1102443,11;0;;32100;3536453,03;
MA;2106706;Mirador;1856096,32;1847825,88;0;2207582,95;2486439,56;3208590,01;2824145,44;0;4208440,12;3182614,17;2343341,34;
MA;2106755;Miranda do Norte;272175,46;1689152,83;1610000;550000;663461,54;697341,25;567669,61;1457858,17;1638040,38;4134193,21;11292160,38;
MA;2106805;Mirinzal;1736951,2;0;0;0;0;191128,05;571003,21;99,9;15500;672384,84;42402,37;
MA;2106904;Monção;547700;139064,76;;0;0;0;1542838,43;0;;;;
MA;2107001;Montes Altos;;0;;0;0;1301,13;0;6050;182458,89;857663,49;387676,52;
MA;2107100;Morros;0;;464352,92;210439,8;0;0;0;0;;94949,02;438682,59;
MA;2107209;Nina Rodrigues;188451,28;;;432693,67;363438,66;758552,99;99266,48;1230251,4;9235,52;;1521882,85;
MA;2107258;Nova Colinas;4992035,03;1267990,04;914699,36;1748168,79;1059221,54;879925,6;1116771,66;1818450,24;1398634,1;1533289,91;1888693,61;
MA;2107308;Nova Iorque;1222911,49;301690,84;0;48656,62;584749,44;0;0;1560988,72;687591,72;1410385,87;3781249,18;
MA;2107357;Nova Olinda do Maranhão;;;;1061870,82;2107393,59;2377148,67;3348478,8;3408925,91;7153735,07;4651328,83;5999179,48;
MA;2107407;Olho d'Água das Cunhãs;896858,73;0;379913,74;833889,89;64698,35;460108,1;318933,94;1534774,29;2179862,96;3025329,41;992059,39;
MA;2107456;Olinda Nova do Maranhão;624687,74;0;0;382375,96;0;557081,17;666998,2;325114,35;821412,39;1059272,73;453603,7;
MA;2107506;Paço do Lumiar;5558874,5;4551225,72;;5754233,17;9283509,56;7609606,68;7743461,57;6935871,78;3725594,9;3983583,12;3039758,78;
MA;2107605;Palmeirândia;1849509,27;1145442,1;0;1120677,36;1114665,07;1387894,63;1804914,51;557672,07;1330761,98;1845219,75;2645969,72;
MA;2107704;Paraibano;1065888,64;23010,21;9383,4;0;0;0;0;0;;;107081,9;
MA;2107803;Parnarama;66420;68040;53280;1436679,44;13986,14;556545,43;783729,94;703576,52;2996857,01;282841,21;1860436,82;
MA;2107902;Passagem Franca;3104126,81;844694,6;1099810,15;717745,29;999570,15;391476,88;209765,05;538639,67;;;;
MA;2108009;Pastos Bons;;265615,62;212631,8;491450;21392,13;160646,87;1433012,7;0;2190136,74;4555639,85;4077000,58;
MA;2108058;Paulino Neves;0;0;64387,91;1014269,54;947325,5;2140014,93;2954466,6;680893,04;675185,52;1559873,04;2965441,58;
MA;2108108;Paulo Ramos;2220338,57;672707,32;610090,73;430023,26;370708,31;56500;0;0;3337399,61;7860887,13;9494797,53;
MA;2108207;Pedreiras;220247,05;0;0;120707,04;0;0;0;0;;;;
MA;2108256;Pedro do Rosário;1673969,5;0;1404053,39;326049,14;812331,56;1168363,01;950110,54;1959156,42;4577718,37;2873423,95;7573312,67;
MA;2108306;Penalva;2504096,51;532607,1;;0;214179,94;0;499029,82;2318019,1;;;;
MA;2108405;Peri Mirim;0;0;0;0;158250,85;368395,22;2562925,76;0;100000;64985,75;634493,22;
MA;2108454;Peritoró;1750743,3;;;1960547,4;4575866,37;873250,62;560156,5;467,88;;6395107,8;;
MA;2108504;Pindaré-Mirim;292780,46;380738,26;146365,67;0;1441813,3;196700;783418,21;0;147573,98;386670,02;2074247,97;
MA;2108603;Pinheiro;2723943,49;2929042,07;1242648,26;24805;1762540;17477,57;1503249;2363124;15400;;500;
MA;2108702;Pio XII;3498248,96;1621564,29;1866053,76;1155254,51;0;0;601994,49;0;922104,42;731651,24;675501;
MA;2108801;Pirapemas;1180387,82;971746,8;426721,45;1652408,55;0;123703,69;1103853,31;1732068,41;;3927297,04;1529687,18;
MA;2108900;Poção de Pedras;5034224,33;66099,6;78117,98;0;39970;472954,08;966726,28;804382,67;87029;52300;64670;
MA;2109007;Porto Franco;1731545,03;;2031545;304202,34;0;891591,51;0;0;3330746,22;1199443,5;1130543,92;
MA;2109056;Porto Rico do Maranhão;856538,2;28499,94;530;15500;154673,31;0;0;0;140701,85;;;
MA;2109106;Presidente Dutra;516549,49;0;0;440046,98;669983,84;0;0;886412,39;4566377,09;2164137,18;3319205,08;
MA;2109205;Presidente Juscelino;0;0;0;0;0;0;0;0;;;;
MA;2109239;Presidente Médici;347008,67;56367,78;35000;21600;17520;106426,68;1004464,8;11051,27;554194,92;504213,48;104651,08;
MA;2109270;Presidente Sarney;476000;641500;544500;213348,92;1620;1319596,05;2997336,62;2017048,51;2362134,19;2602251,14;5363214,76;
MA;2109304;Presidente Vargas;1670049,12;79638,69;0;0;119407,77;216155,7;115857,58;206441,5;2882449,8;1187276,91;3313973,17;
MA;2109403;Primeira Cruz;1812771,7;1693337,72;1510386,5;1047,47;564,43;7392,48;571047,92;0;;;;
MA;2109452;Raposa;0;0;0;0;0;0;237386,99;0;;;;
MA;2109502;Riachão;3396339,56;1314777,47;826897,08;1227777,36;0;545921,99;1513994,02;1206882,22;4340289,3;4356483,92;4593422,4;
MA;2109551;Ribamar Fiquene;0;0;0;749576,68;494806,63;0;326437,26;1083789,82;342125,7;;116674;
MA;2109601;Rosário;1127742,22;1118337,36;856771,66;1691482,58;5072001;2631425,34;1964800,24;0;584762,87;2386443,26;220230,8;
MA;2109700;Sambaíba;2767746,99;1351934,07;1152299,78;1338005,79;2534351,35;2456607,83;2841413,93;4945019,92;6000607,13;3291472,43;4736416,15;
MA;2109759;Santa Filomena do Maranhão;0;0;0;0;95000;410943,09;464472,11;145721,45;2548201,34;1926891,89;2902064,01;
MA;2109809;Santa Helena;;748456,66;3175380,62;1162425,01;51772,72;2018862,21;1634469,1;3320522,9;1491550,55;1222098,04;855609,31;
MA;2109908;Santa Inês;1039508,12;5375435,4;;0;457932,4;787606,5;119813,74;1821013,4;2995661,01;1825034,63;7370358,11;
MA;2110005;Santa Luzia;3938952,82;1512009,24;579213,77;698580,81;1362921,98;559812,07;1908737,34;6043;1716786,53;3240815,89;5448841,57;
MA;2110039;Santa Luzia do Paruá;3309256,69;0;0;55346,1;0;0;118574,86;267102,99;906893,7;279974,33;1738674,48;
MA;2110104;Santa Quitéria do Maranhão;1589150,06;2712841,8;707449,35;2326061,34;405425,82;1905227,12;1660895,02;1370035,69;2125531,69;3918393,21;6117752,45;
MA;2110203;Santa Rita;2978654,92;490654,86;0;973015,43;2680819,3;773776,4;410245,54;778514,99;121580,97;52153,84;134094,79;
MA;2110237;Santana do Maranhão;1403712,46;916433,34;;662160,14;195555,06;618926;610963,79;165270,11;88336,25;249711,22;249711,22;
MA;2110278;Santo Amaro do Maranhão;0;315674,59;298393,7;0;175377,79;163648,37;10320;833173,99;768120,32;363578,96;1488355,88;
MA;2110302;Santo Antônio dos Lopes;8766030,12;4427060,24;7563241;1050015,11;13080592,99;9045448,24;6793951,35;9067381,12;11172851,42;12265232,31;12654424,85;
MA;2110401;São Benedito do Rio Preto;1446071,22;132564,16;500000;0;836447,35;1003588,8;607674,86;0;469878,71;2605059,6;208049,75;
MA;2110500;São Bento;1481153,54;74790;0;649223,48;332000;2343760,89;1605200;1216271,63;1645112,91;1233161,27;2223680,81;
MA;2110609;São Bernardo;1960575,52;660633,28;1816306,93;0;0;0;0;0;;;;
MA;2110658;São Domingos do Azeitão;2309060,95;522667,49;214903;151424,8;0;135387,89;457955,29;100000;105378,28;;49040;
MA;2110708;São Domingos do Maranhão;3806255,36;880120;0;103558,06;1615249,81;0;1635081,49;1481604,05;5234568,46;2854516,38;4131025,39;
MA;2110807;São Félix de Balsas;1815742,58;3015158,72;947223,04;1674796,4;308702,51;101090;3003755,66;1731081,19;4197819,78;3489964,41;7667508,12;
MA;2110856;São Francisco do Brejão;600000;2550;6870;304268,77;2002,62;0;7755002,44;2302631,37;2266368,5;3091797,18;7288973,18;
MA;2110906;São Francisco do Maranhão;220970,72;;481447,55;675390,6;1108205,48;1129000;1559000;1810500;3928085,69;2065235,15;;
MA;2111003;São João Batista;0;0;;143842,6;0;66543,12;20652,72;15000;30000;15000;15000;
MA;2111029;São João do Carú;262611,56;0;1025000;0;0;0;634718,74;0;;;322000;
MA;2111052;São João do Paraíso;1244843,6;;2565690,04;0;0;285000;87710,22;15313,15;499077,33;1137310,82;1454254,41;
MA;2111078;São João do Soter;3915444,87;824325;1718828,87;928173;675065,9;573658,32;369436,43;968531,83;;;;
MA;2111102;São João dos Patos;561144,96;43098,9;;119048;0;0;81382,19;1722911,05;812266,34;670927,38;268833,03;
MA;2111201;São José de Ribamar;0;0;0;0;0;0;0;0;;;;
MA;2111250;São José dos Basílios;0;1600;0;3000;7967;46884;0;0;;527417,83;1856691,18;
MA;2111300;São Luís;68122972,08;31598845,67;26373740,72;16682641,22;18113081,97;28919369,32;26812695,33;28598696,11;40658451,23;76803759,9;119249972,36;
MA;2111409;São Luís Gonzaga do Maranhão;0;0;0;0;0;1125959,18;239036,41;1094899,32;;1504411,2;1368434,01;
MA;2111508;São Mateus do Maranhão;23357,67;722813,81;309200;405656,2;2544702,92;0;995560,57;0;;402961,62;4189829,49;
MA;2111532;São Pedro da Água Branca;1065888,64;595635,72;2322512,62;0;0;905045,72;2476570;0;2979067,97;880719,61;1502734,45;
MA;2111573;São Pedro dos Crentes;838448,2;982254,84;1004696,03;917223,46;588120,6;1124008,65;1387096,7;1813563,81;1065030,03;2390373,14;3450309,01;
MA;2111607;São Raimundo das Mangabeiras;6287329,67;4736028,68;3475381,06;4663459,26;5297724,2;5585291,26;3848064,23;5851676,57;6054786,49;5566476,92;4920241,37;
MA;2111631;São Raimundo do Doca Bezerra;795706,25;;0;0;215200;430398,27;593947,21;1109577,67;1283177,89;2152886,22;4091893,25;
MA;2111672;São Roberto;3428412,08;601,97;0;82065,17;398454,23;0;394435,49;197623,94;2961302,66;3845894,02;2952417,38;
MA;2111706;São Vicente Ferrer;0;0;;0;0;0;0;0;;;;
MA;2111722;Satubinha;1578885,99;230675;0;0;993450,95;3148073,45;1639616,06;450566,01;1933738,48;1392089,26;2210713,08;
MA;2111748;Senador Alexandre Costa;2196047,46;122271,24;0;0;486500,01;1620;362799,93;825644,31;295278,53;235610;40399,85;
MA;2111763;Senador La Rocque;266793,45;61108,76;64092,89;153284,13;865601,11;1037338,76;280449,7;194715,12;3455697,05;10581766,25;6016214,81;
MA;2111789;Serrano do Maranhão;374527,22;193286,82;276987,12;480923,2;469051,4;174491,38;966449,89;12350;703540,67;660248,28;789651,28;
MA;2111805;Sítio Novo;835642;514580;2157885,94;1490700,03;1490700,03;1256159,31;4195688,29;4029122,35;2447382,04;4806303,42;4477671,31;
MA;2111904;Sucupira do Norte;847598,29;60915,33;21840;1080541,16;793305,01;1622398,46;1427686,12;760986,87;3079330,61;31346,72;;
MA;2111953;Sucupira do Riachão;781674,95;0;89958;69178,5;0;0;26666,72;693173,63;1884224,26;797476,56;708111,55;
MA;2112001;Tasso Fragoso;3192577,91;3568996,33;3090516,37;1965143,77;1234162,2;1886914,19;3501759,06;4977411,35;5991846,47;4819961,54;6061997,15;
MA;2112100;Timbiras;0;0;0;0;0;0;0;0;1323400,05;1153044,49;6086048,56;
MA;2112209;Timon;1273289,21;0;966163,82;898167,82;804189,17;706942,92;959955,11;697415,58;1090524,07;3548976,32;6553379,16;
MA;2112233;Trizidela do Vale;140000;0;0;880921,78;1626724,93;1328867,39;2063615,83;4606834,04;4204172,04;;847617,26;
MA;2112274;Tufilândia;2036459,6;0;0;0;0;892347,69;771117,2;2058056,61;2382749,31;2579894,64;;
MA;2112308;Tuntum;0;0;0;0;0;0;0;0;;;;
MA;2112407;Turiaçu;1065359,3;502280,23;5298659,19;5279366,23;0;995735,99;7350854,49;0;2314130,44;432205,86;1601338,4;
MA;2112456;Turilândia;1173194,58;164904,38;0;52070;141397,83;551979,18;1406623,9;24000;641166;4367757,56;372000;
MA;2112506;Tutóia;0;0;0;7000;14519,1;0;1950;0;;;76198,43;
MA;2112605;Urbano Santos;0;0;0;0;0;0;0;0;;;;
MA;2112704;Vargem Grande;130875,45;0;0;0;132348,66;0;0;0;958791,21;1905275,03;3186578,71;
MA;2112803;Viana;151529,73;0;0;1011414,66;672466,53;0;1566483,41;242482,72;;;;
MA;2112852;Vila Nova dos Martírios;0;0;0;0;0;0;0;0;;;;
MA;2112902;Vitória do Mearim;1481153,54;473857,2;82000;80059,4;0;30000;47250;19055,37;;;;
MA;2113009;Vitorino Freire;2402080,7;;;476389,73;5115882,08;2996998,7;2262555,18;2185;9921167,59;3210953,64;11896694,59;
MA;2114007;Zé Doca;0;0;0;0;0;0;0;0;;1156939,99;1520695,45;
