Despesa por função - urbanismo e habitação - empenhada - municipal
Sigla;Código;Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
BA;2914604;Irecê;6910274,42;8036951,61;13644986,25;5534254,16;22058974,81;24302256,57;33278744,47;24822382,53;22126760,27;33725552,47;37971124,07;
BA;2914653;Itabela;3696344,54;2401256,92;;2014685,86;3102438,67;3791390,69;9894360,89;13995393,82;21801428,97;20090481,63;17192319,53;
BA;2914703;Itaberaba;11547741,03;9234922,54;15987461,73;13249743,97;3655915,65;2741581,56;4960791,63;7134234,07;7077129,22;12431693,52;27258885,72;
BA;2914802;Itabuna;43150589,08;39173591,02;32487850,93;43131355,02;60602783,25;45797953,43;60830804,14;45342724,58;85883879,67;110407715,14;181692854,81;
BA;2914901;Itacaré;2995987,45;2687498,7;1520650,83;2522108,58;1426587,8;1267338,13;2047236,43;2433890,11;2182620,63;3671045,75;5830571,29;
BA;2915007;Itaeté;1268472,17;1556657,78;2187371,57;2044575,2;3477901,8;5062739,48;4350960,32;4085577,62;5197815,88;5706690,68;5984780,12;
BA;2915106;Itagi;2453240,8;2447481,4;2178497,45;2645301,49;2604214,13;3098959,88;3237518,61;3819684,53;4409548,97;9994278,33;14650520,63;
BA;2915205;Itagibá;7813339,81;7819769,09;4104806,49;2920264,69;3256740,59;3183306,81;8410167,4;10905678,94;18362706,26;26063113,11;21845236,32;
BA;2915304;Itagimirim;2307033,22;2384578,75;;2475715,13;650174,09;711506,58;1474538,5;1021002,91;2387228;2593614,09;1380472,61;
BA;2915353;Itaguaçu da Bahia;4650484,69;5276831,34;4601376,62;6355213;12119876,9;6145245,11;5732298,47;14452875,31;21474852,86;32348040,47;32271710,48;
BA;2915403;Itaju do Colônia;159474,87;137672,28;26729,26;414355,2;622281,68;552330;884979,18;462305,13;1091729,44;2267475,19;1891728,61;
BA;2915502;Itajuípe;1563921,61;2419106,27;2539441,57;2312822,64;2314237,61;2442144,1;2392089,98;3459697,06;9381967,96;6315542,61;6524839,35;
BA;2915601;Itamaraju;12851975,67;13748177,41;12864193,96;12717774,72;16985848,36;18056569,36;27285742,62;25025952,47;32898428,5;40727982,79;74262629,64;
BA;2915700;Itamari;979169,57;788983,35;1199658,7;608314,27;766264,12;1300982,59;783334,53;2601871,14;950316,26;4388911,52;4503032,73;
BA;2915809;Itambé;2190633,36;1866626,39;2208816,96;2122745,23;2438253,39;1662305,49;1363831,11;3027940,55;13132828,06;13194228,76;14987880,02;
BA;2915908;Itanagra;1373672,99;1894213,62;3792456,83;1963010,4;4933244,85;10588233,6;6883968,42;8559277,53;12594174,41;10030136,12;8478919;
BA;2916005;Itanhém;487828,01;519326,03;455731,65;542632,03;1282639,86;5733077,4;8743303,28;10622547,89;13062407,98;10740704,73;13350751,02;
BA;2916104;Itaparica;4770901,16;4883826,53;6216591,95;8220685,52;13779335,82;16532535,32;19504903,9;15318518,06;21366889,21;;27743851,75;
BA;2916203;Itapé;479281,2;195646,19;365819,62;379666,85;549289,37;1002058,19;915840,21;949560,65;1331129,24;708387,7;1532775,92;
BA;2916302;Itapebi;602065,03;194467,54;420221,21;121388,62;4089074,63;4286056,83;4941210,09;3742288,82;5601536,63;8474124,31;8187205,1;
BA;2916401;Itapetinga;12891731,66;10442346,35;;10568525,78;11923833,44;15536541,45;16299758,67;18958123,35;17919474,57;19075153,44;22335392,19;
BA;2916500;Itapicuru;5971307,17;7863416,45;5767978,8;1477949,3;5800824,59;7170531,56;12163781,87;12734412,14;17443758,7;21408293,94;18646632,85;
BA;2916609;Itapitanga;1634668,17;1727355,17;1622287,46;2849181,11;2226690,36;2343599,88;3854209,48;4834912,29;8527280,23;7627055,49;9442672,88;
BA;2916708;Itaquara;2285085,62;;2844426,66;2417332,57;3216117,54;2677602,53;3987887,9;3531566,25;4435528,72;5726198,35;6192739,9;
BA;2916807;Itarantim;2783947,25;1649652,13;1791515,31;2015849,2;3772281,06;3650293,54;3871120,88;4380804,79;9317272,76;10485753,04;12199569,32;
BA;2916856;Itatim;3914221,31;3635777,11;4553528,49;6894508,79;5022918,88;7666738,43;8136762,08;7775776,53;9202091,36;9433087,77;10590849,06;
BA;2916906;Itiruçu;1751026,63;1393634,56;2458798,84;3132039,33;2820623,83;2564058,06;2815791,94;1925034,76;2584648,61;619094,34;2824363,49;
BA;2917003;Itiúba;4030105,87;4327268,98;6656454,92;8494923,04;6175882,21;7754992,23;9878686,99;9303515,56;10596462,81;8083058,56;12314628,25;
BA;2917102;Itororó;6992085,57;3706458,5;3477156,16;3538195,95;5506185,48;6712929,87;7490127,9;9347466,23;10642930,52;9801661,83;14853659,51;
BA;2917201;Ituaçu;3326567,73;1852856,73;4003426,08;5039716,96;456537,27;412625,8;723959,22;764443,07;8849116,54;8429918,73;12507655,46;
BA;2917300;Ituberá;6341070,18;6002420,07;6058800,19;5932658,42;7411903,14;4780378,06;6802167,87;10644529,21;18559610,6;24084588,42;27533123,97;
BA;2917334;Iuiú;1271475,54;743773,81;1024560,82;1714388,35;2589277,36;2196057,91;4213031,82;2798753,18;3266187,61;4243047,24;7599048;
BA;2917359;Jaborandi;2966557,18;3033709,46;4424283,89;3115610,01;7557667,05;3989275,56;7403356,03;4852368,5;17778035,6;12736212,53;19717297,09;
BA;2917409;Jacaraci;3914034,63;2093185,97;2435580,82;2463497,74;4215324,07;5697140,43;5860455,72;4636083;4688384,72;6688151,4;6402344,79;
BA;2917508;Jacobina;15874498,57;13040311,35;32790639,13;21215467,73;23110081,51;27232787,23;43279477,49;40383701,58;42537266,96;39334080,69;40029249,97;
BA;2917607;Jaguaquara;5799579,95;5031412,2;6599649,8;6576250,25;6841881,32;6717791,31;9043170,91;7014908,93;6871686,65;9503822,33;10158630,59;
BA;2917706;Jaguarari;9016845,02;6804580,77;7867421,47;4501214,04;2412370,66;1031967,96;788101,54;3556206,8;10429927,37;20310957,78;25585176,91;
BA;2917805;Jaguaripe;5430018,86;6317109,75;7324588,64;8330059,82;13792888,78;13066819,2;14569146,52;11621231,5;17136490,99;16890454,39;28355237,26;
BA;2917904;Jandaíra;2734552,83;2918752,83;4103122,75;3924972,35;5226792,46;5724216,59;8990714,97;12639754,63;16588861,58;13299133,76;15552800,49;
BA;2918001;Jequié;28286148,62;39609369,45;28679084,86;47686535,09;46472756,89;43677604,12;44027137,01;60894558;85829619,19;122694038,87;121340357,17;
BA;2918100;Jeremoabo;4499325,81;5454809,02;11013575,36;4738538,07;5451789,24;5042038,02;7476754,42;8309820,04;12828119,94;11627531,84;10745917,36;
BA;2918209;Jiquiriçá;1818697,04;1576568,11;1885209,55;2009585,3;1580137,48;2452848,86;8076850,56;7311841,53;10215837,82;9252163,7;13987808,92;
BA;2918308;Jitaúna;1987188,22;1766984,56;951695,6;1617598,81;3422300,65;4158761,93;4317596,34;6323899,83;8965214,65;10965361,17;11567921,45;
BA;2918357;João Dourado;4578249,46;4504218,32;4707130,02;3544941,06;3215019,05;2615728,83;3781200,15;4073737,89;2284922,87;2682578,1;3422648,37;
BA;2918407;Juazeiro;16114071,26;23147184,08;32953043;24568615,79;36714254,79;18685535,22;18005905,2;24633349,87;45711929,52;24871628,55;31467689,34;
BA;2918456;Jucuruçu;1215058,5;1101051,94;768914,76;371349,81;1070934,52;909316,09;2755063,01;852620,99;4030632,08;4125354,5;5767341,72;
BA;2918506;Jussara;3027159,86;2711759,17;0;3718344,11;5379875,12;7235789,89;6321232,28;3882978,46;10133016,46;16375702,17;24740140,28;
BA;2918555;Jussari;1624381,38;1938252,93;1938252,93;148893,35;724476,55;572814;600624,52;889346,96;2283681,31;789111,19;2399579,93;
BA;2918605;Jussiape;1514191,5;1398024,01;1522360,82;1441413,39;1604498,96;2733558,55;1883164,21;3033103,81;3870822,19;4331214,26;3792918,72;
BA;2918704;Lafaiete Coutinho;1702643,28;1802932,89;1532293,67;2373211,38;3470144,58;2933331,78;2945657,32;3540730,36;5653851,24;5804149,91;4699247,95;
BA;2918753;Lagoa Real;2071382,37;2032446,9;1032248,19;917779,03;1304199,14;1752033,88;1891783,38;2034863,55;3406672,08;4891982,05;3270107,13;
BA;2918803;Laje;5034182,25;3521583,1;4640464,67;3329584,72;4822320,14;5163183,02;9355532,12;9447424,55;13339617,75;14218998,13;13095055,53;
BA;2918902;Lajedão;584495,68;1235586,43;812397,98;1340836,36;2729332,42;1973724,92;1761213,11;2568801,4;4677379,27;4410131,92;11593446,59;
BA;2919009;Lajedinho;1184952,73;1073917,16;1139298;1254041,31;1824177,24;1595525,26;2343897,68;1952205,9;3607847,11;3347954,17;6601200,64;
BA;2919058;Lajedo do Tabocal;960907,09;1020991,33;1254535,32;1020505,04;1085913,15;1451827,87;1372561,13;2279258,41;5805763,06;6400222,8;8744633,42;
BA;2919108;Lamarão;2496583,18;79561,49;968636,16;357659,97;422668,17;329859,25;579211,6;281447,49;2287514,64;1235599,47;27000;
BA;2919157;Lapão;7647342,03;7599930,22;5491355,34;11591416,49;11105699,56;11043025,96;16593831,32;14026464,66;18317566,11;23944457,28;40318873,44;
BA;2919207;Lauro de Freitas;47500749,7;69071798,85;39799889,69;46042329,24;62050598,34;74222781,55;71723143,4;96529293,71;35986249,16;75711592,2;93904715,44;
BA;2919306;Lençóis;2345232,47;2103004,54;1427287,27;2091646,85;2148112,97;1886293,81;2746203,41;4811272,45;9744259,29;9406776,16;13856765,58;
BA;2919405;Licínio de Almeida;1669876,34;2883478,95;2921261,6;2808866,21;2642283,28;3140392,19;3356511,24;3985967,65;4694906,83;5158350,59;10244806,93;
BA;2919504;Livramento de Nossa Senhora;8604828,33;8804500,23;9177993,76;7493192,3;10913713,13;16618300,22;21628797,28;17567943,33;23534730,28;24603143,43;33486252,96;
BA;2919553;Luís Eduardo Magalhães;32242112,51;34148295,67;32510605,65;41525390,12;45241941,58;44917437,49;64863143,65;93919717,36;124131400,08;219885232,58;243736756,67;
BA;2919603;Macajuba;954455,71;2349933,2;973278,32;1463095,23;3430820,71;3497733,32;4355059,87;5195017,18;7342077,57;8660694,4;11698012,09;
BA;2919702;Macarani;2681681,52;;;1479602,39;4550614,58;5379717,58;5379717,58;6449169,29;14573894,22;14323309,49;13765371,85;
BA;2919801;Macaúbas;7272838,86;3558264,62;3986142,28;6221784,47;7370211,51;12661064,74;13444544,34;9721594,87;13621769,02;12322963,66;17693506,92;
BA;2919900;Macururé;690043,9;343200;748983,98;437440,14;611639,41;139908,46;3090940,25;3275942,77;5097094,7;3613554,87;4940810,53;
BA;2919926;Madre de Deus;20763582,93;29282438,02;15574558,36;20224860,11;6810956,78;10949505,18;5999706,18;3088606,67;7297890,65;20551195,02;32361456,21;
BA;2919959;Maetinga;2155282,73;2377720,98;2384967,7;1256243,78;2308431,02;2820312,46;3676912,56;1356522,39;3543816,82;2236092,62;8873677,54;
BA;2920007;Maiquinique;1042461,65;1496080,27;1503456,86;1256679,42;1642033,88;1546455,95;1733596,32;2355385,91;3046567,06;2113452,73;3010577,61;
BA;2920106;Mairi;4187021,62;4823616,24;5610188,53;5152277,93;5810700,61;4996274,3;6217425,12;6141463,77;8540253,98;10929137,24;14918017,05;
BA;2920205;Malhada;4844541,49;6064625,36;4848745,52;5044613,66;6498870,08;7978719,57;8767498,98;7456140,66;10541628,56;11918340,53;15555987,04;
BA;2920304;Malhada de Pedras;1398248,66;1293147,3;1452313,78;934514,7;1845336,19;2344447,68;2004385,5;2907426,18;1885434,68;1219157,43;638532,81;
BA;2920403;Manoel Vitorino;3612242,95;2879816,32;3692398,17;0;0;0;529808,95;136197,84;120463,39;8848,92;;
BA;2920452;Mansidão;3517301,06;3050709,23;2332906,8;2854562,42;2868833,47;2447650,27;5413935,66;6670717,56;5125451,77;4388331,56;6424311,27;
BA;2920502;Maracás;;6149105,85;7373849,37;6209544,65;6195087,7;6529243,29;10786830,82;11891716,51;16206316,74;14781381,2;26333594,29;
BA;2920601;Maragogipe;2496583,18;226010,7;8558614,34;7843490,46;5093063,04;5107428,26;4791098,82;5611852,39;8323252,41;16570372,93;17699121,63;
BA;2920700;Maraú;5448;2017116,18;1882893,63;1137937,02;2551445,78;2534594,83;2859007,3;2485815,75;3987738,28;5007735,67;5144437,49;
BA;2920809;Marcionílio Souza;1313029,51;1031160,25;1259868,72;1461592,14;639358,44;1889178,84;5657594,18;4539828;10371040,12;9211586,83;12185709,63;
BA;2920908;Mascote;3356436,53;3274113,54;3406500,33;4044733;4047261,7;9738100,43;9998350,68;16526936,88;11889516,35;8964053,87;5660778,1;
BA;2921005;Mata de São João;17239322,49;19817220,05;27891057,94;23151115,01;24452995,48;27955689,83;36200780,37;33439843,77;55643644,17;58939670,47;98767900,8;
BA;2921054;Matina;2960335,54;3025248,88;3156951,78;3129480,69;3192543,64;2914197,42;3330878,66;4081631,59;5835260,46;6652183,59;7341294,1;
BA;2921104;Medeiros Neto;4245735,55;4197822,95;3068973,04;763104,47;870850,49;1369432,58;4548874,62;9246992,86;12727303,88;9106193,33;16525502,65;
BA;2921203;Miguel Calmon;1254858,22;1684049,27;1500271,9;1464949,89;2110933,86;3655979,66;4389156,01;3814530,57;1868678,81;3044688,64;3149241,73;
BA;2921302;Milagres;788623,94;318498,71;484606,37;1025164,94;1374994,7;1681959;5156391,78;3215711,6;6039956,01;7827110,34;7718115,23;
BA;2921401;Mirangaba;733253,62;2180717,93;1840187,37;3064911,89;3352700,53;2061494,01;3190951,04;3796039,3;7127862,3;6705067,63;8172203,41;
BA;2921450;Mirante;1863520,62;1625336,56;1461235,7;1854165,48;780132,02;763970,51;547621,46;367649,92;1438824,23;2531089,34;1628571,75;
BA;2921500;Monte Santo;7741150,27;2295044,48;3070113,75;6380046,22;11875910,91;10764552,91;15534704;11660434,58;19159881,55;21003637,34;23439694,85;
BA;2921609;Morpará;0;0;0;1120528,21;1279026,89;2519361,69;2252077,36;2169745,85;3916552,67;4641466,65;7480108,15;
BA;2921708;Morro do Chapéu;6663071,48;7096566,44;8666775,61;6973791,46;6724055,54;6242147,94;11551936,87;9668583,63;15923640,96;15812224,53;43501478,36;
BA;2921807;Mortugaba;863834,71;4736585,66;1389732,96;1216922,59;744651,36;1391774,55;5618512,27;1491427,87;3101911,66;12209198,22;7415093,93;
BA;2921906;Mucugê;3091174,46;3188202,51;4254544,63;2697404,6;3991591,67;3826326,45;3508641,27;3893620,74;5884155,65;6881403,8;7555030,43;
BA;2922003;Mucuri;22557871,85;18521656,96;18065722,43;20321086,6;12652077,54;15410762,57;18061813,84;23385212,28;52796946,61;33330358,96;30343911,48;
BA;2922052;Mulungu do Morro;1721829,15;3160957,59;3257659,34;3522383,31;4930934,79;4047992,57;6414350,33;5535384,04;5803462,12;7473167,92;11226589,69;
BA;2922102;Mundo Novo;5646998,22;5974249,62;6562663,03;6739406,73;4376892,26;4060474,32;4551299,1;4899403,16;11030099,08;15790650,08;19464603,75;
BA;2922201;Muniz Ferreira;1795230,62;1456328,21;1242120,62;984385,42;2922286,23;2708412,03;5032512,68;6572706,46;10102576,09;8225621,44;7003863,54;
BA;2922250;Muquém de São Francisco;1792188,51;2107411,4;2820252,55;2299951,43;2818351,31;3382726,58;8770919,67;7650382,51;9452386,99;9781837,25;16439513,03;
BA;2922300;Muritiba;6033239,28;6568490,04;5328076,46;7725389,31;7554556,13;10702729,07;11922572,12;11471876,22;15808427,3;15023624,88;19004818,34;
BA;2922409;Mutuípe;2165333,95;302376,68;212724,86;2526586,63;3526782,6;4414789,76;5641287,48;3830075,33;6394628,51;4981982,75;3157554,36;
BA;2922508;Nazaré;5342294;5152895,49;5975208,12;6898600,73;2478092,21;8139549,59;13486711,15;15898809,2;19681223,46;20700882,76;31570208,35;
BA;2922607;Nilo Peçanha;1889899,76;3178377,3;3790243,78;3166649,11;1155044,16;1204101,25;4537990,38;2102388,7;3005058,12;4818235,64;8392645,62;
BA;2922656;Nordestina;3131741,05;3679323,61;3343833,53;2477261,04;3610451,91;4297696,42;8532346,38;4740206,33;9276852,07;13684533,33;19551296,02;
BA;2922706;Nova Canaã;4139478,82;4641041,16;4496293;5972691;5613732,76;6682431,98;7443752,33;8312896,29;12407279,19;12300945,72;11937191,07;
BA;2922730;Nova Fátima;1682211,77;0;;2416544,12;2990374,96;3837319,89;0;0;6591826,43;6514647,58;9488553,79;
BA;2922755;Nova Ibiá;1152850,92;1152850,92;1152850,92;974902,93;1559340,97;1938131,86;2287054,65;8492006,81;3113486,11;3016766,23;5081436,13;
BA;2922805;Nova Itarana;2493287,95;2022744,5;2471732,41;2535169,26;3320752,44;5048832,92;4069478,61;9618313,45;10207576,05;6895426,9;11621296,75;
BA;2922854;Nova Redenção;1833655,48;1890644,65;1890644,65;1390008,35;1792924,55;2055892,14;2870662,55;3418968,57;2309554,81;2705187,18;1867601,41;
BA;2922904;Nova Soure;1826362,15;1463493,8;1930554,64;5592994,65;5061224,68;6145897,61;5619166,99;6910278,26;9867204,74;10252434,84;10604236,41;
BA;2923001;Nova Viçosa;2644357,69;2382108,96;5709446,22;12805359,01;14634844,59;16081255,76;23153419,97;25923324,66;36628715,19;33489078,6;31582730,26;
BA;2923035;Novo Horizonte;2365627,23;2259537,11;2163630,65;2158909,28;2730567,44;3468018,34;3278098,24;4614124,48;8290378,95;10910299,74;16519628,82;
BA;2923050;Novo Triunfo;1864834,6;1920281,83;0;2402791,73;2633283,84;3317437,6;4940232,82;3876283,48;5608523,85;6145948,1;6093212,09;
BA;2923100;Olindina;4126597,53;4092180,78;5136892,9;4665608,94;2087932,63;1316679,25;3473042,32;2769180,4;3841651,9;6179429,83;8485360,3;
BA;2923209;Oliveira dos Brejinhos;;6514965,27;7884798,35;3198656,49;4860146,87;4487352,05;4866948,07;9169249,74;13427159,45;16786763,29;23522079,01;
BA;2923308;Ouriçangas;850322,15;1291643,37;1001796,13;440734,44;1510356,42;2569397,36;4448551,21;2776789,07;3981874,61;4178810,78;4442495,6;
BA;2923357;Ourolândia;2238078,68;2731506,26;2688388,76;2042293,22;7684620,8;7799916;8112153,4;7997284,76;10769563,65;12508189,53;17216122,28;
BA;2923407;Palmas de Monte Alto;;4702820,77;4264016,69;2953843,08;4231789,58;5088124,61;5863343,99;5872686,1;8074405,18;6751347,22;6182822,22;
BA;2923506;Palmeiras;1983318,81;1770329,12;2253119,12;210128,07;870822,47;570557,11;1513980,45;730223,19;3595534,11;3211079,4;3495883,31;
BA;2923605;Paramirim;5979002,7;6666505,09;5503279,43;6933079,96;6358867,1;7851762,91;9194403,44;9640138,07;14774200,82;13783970,17;17272277,7;
BA;2923704;Paratinga;5370017,44;5390722,54;7085039,07;5948938,43;6855009,16;8547140,76;8269333,45;10459068,9;11492839,01;11232008,18;12430493,06;
BA;2923803;Paripiranga;3547325,75;1859335,5;5318013,35;2392989,17;2198919,91;0;5308289,8;3817571,25;7259971,69;9360812,58;10570723,53;
BA;2923902;Pau Brasil;1691666,97;1033474,9;877394,33;1335612,53;1871080,73;2024339,18;2634674,29;4460260,34;3423031,79;3219554,68;3683915,88;
BA;2924009;Paulo Afonso;15632400,43;12497398,33;34216269,87;42793907,13;44946941,82;45293187,54;64801937,82;46364897,31;52376054,49;52241716,87;51964927,19;
BA;2924058;Pé de Serra;2669907,41;3458669,17;4085504,45;3472458,26;3723615,96;3980411,75;0;5379583,28;8811212,29;9103276,18;9172590,13;
BA;2924108;Pedrão;2661475,44;3239821,86;3527933,84;2626587,81;2114460,46;3844620,42;3291151,33;2794261,94;3279769,5;4282564,02;4671082,81;
BA;2924207;Pedro Alexandre;2529710,77;1016331,86;0;1527681,35;0;0;887252,37;4088624,5;10275251,53;9098229,17;7030830,27;
BA;2924306;Piatã;4873878,58;5467212,16;6258150,57;6294291,08;6623167,71;7312342,55;13728701,72;16529652,13;23624901,77;18810481,14;11656584,05;
BA;2924405;Pilão Arcado;5430048,42;985804,42;583296,83;7069370,67;9746732,43;417991,8;2563332,45;17159903,53;1401356,15;850117,39;3472947,62;
BA;2924504;Pindaí;1803890,6;3178789,03;2591505,03;1684349,09;3530714,51;3908705,73;8274366,89;8058069,87;10642631,7;9301217,79;12284908,85;
BA;2924603;Pindobaçu;2651225,49;2787198,52;1029545,24;2195883,34;2381838,65;2312848,32;1912853,71;2964509,16;4618213,94;5531484,84;10982800,76;
BA;2924652;Pintadas;2084582,11;1949148,13;2191080,62;2202000,46;1197445,69;1331111,88;2175682,29;1099857,32;2194952,75;1577304,43;1030121,79;
BA;2924678;Piraí do Norte;2036992,14;1439695,4;1154114,98;1420668,46;1477382,45;2226805,81;2400;3625145,3;6037480,49;3598732,07;4128858,01;
BA;2924702;Piripá;2004741,86;2066337,18;2010758,01;2494825,05;4170428,49;2814816,83;3951525,32;4060306,4;6340305,33;6858915,06;9530392,38;
BA;2924801;Piritiba;4895279,88;4993375,98;7152423,65;6643412,63;8047095,62;6329330,96;6606282,13;7172433,05;10332919,01;10563757,78;11179673;
BA;2924900;Planaltino;684945,22;940967,87;1091118,07;1319964,22;4858266,72;3413972,97;3821369,61;3273242,72;7316714,11;5439757,2;8925748,77;
BA;2925006;Planalto;3077539,91;3573454,44;584286,7;1138482,04;4316519,3;4721031,72;6736435,3;4476392,56;7802170,86;8201366,03;8645539,05;
BA;2925105;Poções;5244465,07;5376043,28;6366270,42;5753677,78;5895878,17;8918175,28;16020089,96;13366089,04;16158323,11;16985505,39;20219052,94;
BA;2925204;Pojuca;5471570,6;4108285,49;4937241,62;726036,38;8665088,55;17673477,54;19872831,63;17780102,85;23608128,39;43267540,7;37580353,68;
BA;2925253;Ponto Novo;3421652,2;3238463,94;3599609,5;4121814,74;5043156,17;4362210,08;7620110,94;7106938,42;10805693,01;12169131,4;17203456,51;
BA;2925303;Porto Seguro;23830203,62;25602175,85;28177027,85;25030345,24;60157400,74;51605810,12;57656580,22;54915510,31;47191105,53;48245741,75;88649288,62;
BA;2925402;Potiraguá;1388056,21;1465024,14;1703058,09;1574494,17;2145889,2;2622511,7;3688883,81;4517025,73;4591136,05;5963778,71;6734249,2;
BA;2925501;Prado;4723678,93;4617573,08;4341660,33;7011823,88;5531622,61;8406567,14;13934204,25;17859895,65;31854140,18;37965838,96;36441678,28;
BA;2925600;Presidente Dutra;3009118,22;3450211,6;3484018,31;3702319,34;4148093,77;5078544,95;6313030,4;6192673,89;7281758,14;7762486,88;11009195,24;
BA;2925709;Presidente Jânio Quadros;;2314058,55;3270754,25;2278803,3;1947417,73;3080319,92;4640799,04;4733409,59;7819595,01;7167339,91;9521209,87;
BA;2925758;Presidente Tancredo Neves;2161547,01;3236276,89;5451789,66;5016526,83;6454084,59;9147194,92;12533716,4;14749688,27;17799717,07;13651397,83;21926085,49;
BA;2925808;Queimadas;418945,8;892768,92;895881,79;714392,13;3879647,55;4081225,82;7070976,61;8594703,95;11543539,07;11794161,86;15716906,87;
BA;2925907;Quijingue;4997189,89;4454181,93;4182791,09;5760356,06;8975600,62;11434206,17;10363287,64;8925128,9;12250001,33;13158180,26;11544658,83;
BA;2925931;Quixabeira;1977573,96;1531010,45;2422406,09;1529267,05;2242295,68;3686764,93;4363890,94;4862355,94;6852741,95;9000977,21;12735630,23;
BA;2925956;Rafael Jambeiro;66491,82;840030,94;1574470,52;3873898,94;4194450,61;4213387,49;12484396,59;6252823,64;9237555,35;11569327,31;19546769,03;
BA;2926004;Remanso;7689541;6475979,24;6341354,34;6436988,15;8645317,61;9549907,67;7520619,98;11483155,01;23487228,31;22033836,11;27913198,05;
BA;2926103;Retirolândia;3821123,68;2924909,9;4040491,76;4453097,89;4929936,38;5518126,33;8085480,98;8021787,8;11430173,43;10406204,94;15135378,67;
BA;2926202;Riachão das Neves;4489903,11;5265540,16;5035112,02;4722100,23;5810468,56;6391499,84;8419341,04;8688245,13;11710829,94;15571233,61;12193379,52;
BA;2926301;Riachão do Jacuípe;516733,99;856075,45;3695909,05;8983033,8;10403586,13;9486448,64;14826269,83;7700394,69;3412367,23;3933706,02;4811539,84;
BA;2926400;Riacho de Santana;7514248,28;7578470,69;6421090,6;8496685,62;6646759,99;5218679,67;11907662,44;7308416,27;11921113,69;11226582,75;11690790,52;
BA;2926509;Ribeira do Amparo;2485317,73;4380151,68;3255653,24;4053019,27;4357135,55;4468456,95;6148337,24;6411806,19;7059448,76;10141120,13;10055230,67;
BA;2926608;Ribeira do Pombal;6996950,22;9709264,97;12609675,41;14863960,8;19781909,05;32708906,63;27227425,34;23045433,34;19966084,96;19751619,42;27061119,22;
BA;2926657;Ribeirão do Largo;400061,03;45120,81;1530;888747,54;1464857,72;1366730,83;1338707,27;1308055,22;2718417,88;2493547,95;5625035,77;
BA;2926707;Rio de Contas;4644346,96;3656036,02;3769661,15;2917899,73;4141678,02;4998600,31;5784951,83;6690805,83;8778316,89;8862281,14;8667851,07;
BA;2926806;Rio do Antônio;3431624,71;3369716,6;2948182,5;0;3426717,15;3166887,58;5199086,53;4853903,74;6854768;7747816,91;;
BA;2926905;Rio do Pires;4026278,55;3513800,19;4299660,55;4626123,13;3971065,07;5747565,02;6211485,4;7327464,17;8797840,89;7690358,79;9391448,83;
BA;2927002;Rio Real;8548049,79;6581405,3;5357770,59;5995529,88;7122385,3;6981411,04;11816036,91;12180993,32;11045074,18;12835837,82;31093464,47;
BA;2927101;Rodelas;2268493,52;2967532,26;3155052,83;2562269,39;3040694,14;3387316,01;5789142,16;7470107,42;8707177,06;9765883,66;7306943,59;
BA;2927200;Ruy Barbosa;7495907,84;7036543,25;8991470,53;7876433,65;11531179,89;12685813,04;15149237,77;15278630,46;21814374,68;23721853,63;22385210,45;
BA;2927309;Salinas da Margarida;4373648,87;2882526,04;5250071,24;6201231,91;12123857,22;10343253,78;7174279,25;10731772,58;11706461,72;15021125,96;22348839,58;
BA;2927408;Salvador;1155192000,42;1095664394,57;1035614423,96;986639155,6;1366347493,18;1463276388,59;1657895082,68;1422634148,78;1920266564,04;2371160468,18;2850070940,74;
BA;2927507;Santa Bárbara;3987047,29;3498558,13;4237675,77;2639440,52;4013304,77;4671243,39;5591602,14;6775468,98;11914679,98;12508582,86;12011999,48;
BA;2927606;Santa Brígida;1696427,11;1972467,38;2243882,15;2490673,84;3833884,11;3570899,28;4834244,41;4795760,86;5893303,59;5743576,28;7153378,89;
BA;2927705;Santa Cruz Cabrália;2693707,78;2196784,4;2315838,93;3600805,19;3817071,04;5024054,48;6198458,15;6438887;11696323,78;15676498,02;15786783,17;
BA;2927804;Santa Cruz da Vitória;1012269,99;421626,31;199200,75;107832,06;1659034,59;1033705,73;2184876,14;1371833,06;2183281,94;3337465,43;3371816,79;
BA;2927903;Santa Inês;2411715,15;;2578774,22;2146877,4;3203060,17;3477987,88;3137914,04;2779508,53;8643934,88;9282772,86;8359493,73;
BA;2928000;Santaluz;5171156,3;3119902,28;6197894,72;3741295,95;8195218,17;11718002,05;17800724,69;10909774,92;20992707,73;35937875,44;36433494,78;
BA;2928059;Santa Luzia;893214,52;846686,05;1341228,58;0;1637725,1;2052730,48;1858100,1;1862961;5728185,45;5524731,56;6762204,19;
BA;2928109;Santa Maria da Vitória;4518901,99;4782629,04;4262223,18;6513714,02;8341720,31;9778963,01;9762680,27;11963172,28;8436970,08;10488547,05;19607486,16;
BA;2928208;Santana;2403058,3;2208407,06;2018902,92;4746415,48;4690089,74;6327857,91;6594422,86;8162673,27;13278767,01;15362563,72;13585075;
BA;2928307;Santanópolis;1247805,76;1035792,19;1010094,89;1121735,21;2184240,64;1844974,18;2796685,99;4702270,56;7137745,49;10056432,95;8178471,24;
BA;2928406;Santa Rita de Cássia;4696605,11;3360901;4588207,52;4930223,15;6471574,46;8173077,52;12597138,68;8874475,01;10727763,16;11128028,2;13895166,14;
BA;2928505;Santa Teresinha;1770518,28;;2051722,28;2974352,74;2964115,04;3251620,3;5144970,38;5788855,68;1674495,21;4767867,37;5461980,74;
